userName,score,at,content
Pengguna Google,5,2/16/2022 8:12,"Id Saepul Anwar Indodax kepercayaan ku tuk treding Pertama deposit. Lancar. Penarikan lancar, terus pelayanan rama dan Tanya Jawab customer servic nya sangat memahami, keluh kesah pelanggan nya, baik dari permarsalahan masalah wd belum datang atau pun salah kirim jenis koin krypto cuaransi, pasti bisa di atasi oleh tim customer service indodax. Top the marketop. Market ekchange idodax bagi saya platpom terpercaya saya, pokonya no 1 Exchange terpercaya.Selamat ulang tahun indodax#8tahunindodax"
Pengguna Google,5,2/16/2022 8:12,Dari Tahun 2013 sampai sekarang masih setia dengan Indodax menurut saya exchange Crypto pertama di indonesia ya Indodax dulu bitcoin.co.id (ranu11) #8TahunIndodax
Pengguna Google,5,2/16/2022 8:13,"Very good on the services, super fast responded and super good on transactions. 👍👍👍👍👍"
Pengguna Google,5,2/16/2022 8:14,Sangat mudah di mengerti Dan membantu sekali
Pengguna Google,5,2/16/2022 8:14,"Indodax Mobile App adl aplikasi trading pertama yg aku install dan sd skrg msh tetap menggunakannya. Knp aku msh setia dgn aplikasi ini?. Di samping tampilan dan performanya yg berkualiti, jarang ada kendala yg berarti, guru yg mengedukasi, pembaharuan tanpa henti, fiturnya friendly dan menginstall aplikasi ini tdk pernah rugi. Berharap kedepan melakukan pembaharuan yg berbasis pengguna. Slmt 8 tahun indodax terus Berkarya Membangun Negeri. Username Aiyub7119  #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:15,"Saranghe dari sabang sampai merauke, aplikasinya membantu banget buat ane, bisa cek harga e kapan pun waktu ne, bisa profit dan bantu keuangan e, semoga semakin banyak tambahan koin e, ditunggu juga koin asix e. Salam dan semoga kite tambah sejahtre.. usarname :MARIZAL01 #8Tahunindodax"
Pengguna Google,5,2/16/2022 8:15,"Indodax satu""nyaa aplikasi tradding yang gue pake selama gua tradding dari 2020,pertama kenapa gue milih indodax buat tradding karena spreadnya kecil jadi memudahkan untuk scalping di tf kecil,kedua fee deposit dan withdraw tidak terlalu mahal seperti exchange lainnya.  #8TahunIndodax  Di umur 8 tahun indodax i hope indodax jadi exchange terbaik di indonesia bahkan dapat bersaing dengan exchange besar lainnya,maju terus indodax and happy birthday❤❤❤❤❤❤❤❤indodax :) username indodax:ALBERTPANOGARI"
Pengguna Google,5,2/16/2022 8:15,Semoga indodax tetap bagus kedepan yah #elis Rahmawati #8tahunindodax
Pengguna Google,5,2/16/2022 8:15,"Asli keren bangett nih aplikasi, sumpah kalian harus coba dahh mantull, mantep betulllll....bismillah #Yogaoktanpratama #8tahunindodax"
Pengguna Google,1,2/16/2022 8:15,Kembalikan BTT kami cuk!!
Pengguna Google,5,2/16/2022 8:16,"Sangat bagus, salah satu exhanger terbaik di Indonesia #8TahunIndodax"
Pengguna Google,4,2/16/2022 8:16,"Overall bagus, aplikasinya user friendly juga. Hanya masih perlu pengembangan jika memungkinkan untuk earning atau staking dan semacamnya. Biaya withdraw jg jangan kemahalan, biar gak kalah dari aplikasi sebelah 😁 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:17,"menurutku indodax adalah aplikasi terbaik crypto,aman cepat dan lengkap .. cocok untuk pemula yang ingin mulai belajar dan yang sudah profesional username NoniEka16 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:17,"Saya termasuk orang yang gaptek apalagi mengenai crypto dan lain2... Dari berbagai macam aplikasi crypto, sebagai pemula didunia trading saya hanya punya INDODAX karna paling mudah dimengerti, cara jual beli maupun trade cypto.... Selama menggunakan INDODAX Jarang sekali ada kendala dalam membeli coin...Semoga INDODAX semakin mempermudah kedepannya❤️...@maria_fransiskab #8Tahunindodax"
Pengguna Google,5,2/16/2022 8:18,"Dikasi bintang 5 langsung, biar gak di ingetin sama kalimat ""jangan lupa bintang 5 nya"". Dan mudah mudahan biaya narik TP ke bank cuma bayar admin 8K #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:18,Aplikasinya sangat bagus untuk semua pemula yg ingin melakukan trading dan jual beli aset crypto 👍🏼 #8TahunIndodax
Pengguna Google,5,2/16/2022 8:19,Indodax mantap banget.... Sangat saya rekomendasi kan untuk pemula. Mudah di fahami.. Dan WD. nya juga cepat... Pokonya kalian harus coba bosku.. Mantab Sukses selalu indodax .. #8TahunIndodax Username indodax _Enjangentis
Pengguna Google,5,2/16/2022 8:19,"Selalu memberikan informasi yang lebih update tentang cryptocurrency, selalu menjadi dompet cryptocurrency yang terbaik.. Username: Feliks1997 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:22,Trading makin asyik pake Indodax Apps #8TahunIndodax
Pengguna Google,5,2/16/2022 8:22,Jamin83 #8tahunindodax Semoga indodax kedepannya bisa jadi aplikasi trading yg terbaik.
Pengguna Google,5,2/16/2022 8:22,#8tahunindondax Terima kasih indodax karena bisa bertransaksi dengan aman dan nyaman. Untuk mencari Cuan .makan sehari hari.Salam.cuan guys.Jaya Terus indodax
Pengguna Google,5,2/16/2022 8:24,"Aplikasi indodax sangat bagus digunakan untuk pemula seperti saya,selain fitur-fiturnya yang mudah di mengerti deposit pun mudah dan cepat. Saya sangat senang trading di aplikasi indodax karena kemudahan dalam berbagai aspeknya. Seperti membeli maupun menjual coin crypto dan itu dilakukan dengan mudah tanpa ribet. Bukan itu saja tentunya,fitur-fitur yang tersedia pun lengkap dan mudah di pahami. Seperti menggnakan candlestick dan fitur lainnya😊😉 Username indodax: ZALDHY_ALVARIZI #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:25,"Alhamdulillah, setelah 1 tahun bersama Indodax gak terasa sudah bisa beli ini itu.. Aplikasinya juga mudah banget dipahami.. Yuhuuuu.. #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:25,"Bagus banget.. Apa lagi ada auto sell & Buy nya. Jadi nggak repot2 lagi, langsung otomatis terjual atau kebeli.. Keren... #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:28,"Selama pakai indodak belum pernah ada masalah,semoga kedepan makin baik juga kreatif...#8Tahunindodax"
Pengguna Google,5,2/16/2022 8:29,menurut pengalaman saya indodax adalah app trading terbaik n terkeren yg pernah saya pakai. Untuk saran nya mohon untuk withdraw nya fee nya jgn terlalu besar terimakasih. Namikitohesa #8tahunindodax
Pengguna Google,5,2/16/2022 8:29,"Pertama kali kenal crypto dan trading tahun 2017, waktu itu saya ikut trading di website bitcoin.co.id (sekarang indodax) Dulu semua harga crypto murah banget, sempat mau lirik dogecoin di harga Rp.50 tapi gajadi beli karena di cap sebagai dead coin sama trader-trader lain. Sampai sekarang masih setia trading di indodax, karena indodax merupakan exchange terbesar di Indonesia dengan banyak pilihan crypto yang dapat diperjualbelikan sebagai komoditi. (UlilAzmi) #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:30,"Saya (Rama_1322) adalah pengguna baru indodax,tapi saya sangat puas dengan aplikasi ini. Karna sangat mambantu untuk withdraw bagi pemula seperti saya. Selamat yang ke #8tahunindodax semoga sukses selalu dan selalu memberikan fitur2 yang terbaik untuk penggunanya. Terima kasih..🙏🙏"
Pengguna Google,2,2/16/2022 8:30,Aplikasi indodox sangat bagus walau pun saya belum pernah cuan😂 saya member baru yg ingin belajar trading di indodax.. #8TahunIndodax @lusifer666
Pengguna Google,5,2/16/2022 8:31,"Mantap indodax makin mudah transaksi & bnyak pilihan coinnya. Sering"" bagi bagi hadiah ya ariewardani_27#8TahunaIndodax"
Pengguna Google,5,2/16/2022 8:31,Sangat mudah memaki indodax daripada aplikasi lain dan banyak keunggulan analisa di aplikasi ini semoga terus d tingkatkan Mochamad_ali912 #8tahunindodax
Pengguna Google,5,2/16/2022 8:32,Aplikasi indodax bagus sekali buat semua kalangan.selain mudah menggunakan nya.smua aplikasi di indodax terjamin.dan brita nya akurat.ayo buruan gunakan aplikasi ini.#8Tahunindodax
Pengguna Google,5,2/16/2022 8:33,"Platform terpercaya. Mudah dipahami, Banyak pilihan Coin yang cocok untuk aset masa depan. Platform Terbesar di Indonesia. Adihidayat13 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:34,"Selama menggunakan Indodax tidak pernah kendala dalam melakukan deposit, uang depo langsung masuk dan tidak menunggu lama. Sebagai pemula ini sangat mudah digunakan. Pengalaman trading paling mengesankan waktu Doge naik karena cuitan Elon musk di Twitter 😀 guguff25 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:35,"puas dengan indodax terpercaya, deposit maupun withdraw cepat pokoknya. Selamat ulang tahun indodax semoga menjadi kebanggaan indonesia #8Tahunindodax"
Pengguna Google,5,2/16/2022 8:35,"Dengan aplikasi indodax saya dapat belajar sekaligus praktek tentang trading crypto, dan semoga dengan indodax saya dapat menambah cuan. Auzan_Dillah #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:35,Indodax platform jual beli kripto terbaik di Indonesia #8TahunIndodax
Pengguna Google,4,2/16/2022 8:37,"Masih belajar..,mgkn jadi lebih mudah klo ada reviewnya juga #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:37,Exchange indonesia yang sangat aman untuk berinvestasi & tampilan di indodax sangat simple dan mudah untuk di pelajari untuk deposit dan withdrawal sangat cepat tidak ada kendala selama saya pakai indodax aman aman aja Terus berkontribusi untuk negri #8tahunindodax Username indodax muhamadegi26
Pengguna Google,5,2/16/2022 8:37,Aplikasi terpercaya dalam berinvestasi crypto dan di jamin aman karna di awasi bapepti #8Tahunindodax
Pengguna Google,5,2/16/2022 8:38,gooodddddd pasti dapat hadiaahhh
Pengguna Google,5,2/16/2022 8:39,Untuk kwalitas tingkatan lagi semoga yang ke 8 tahun indodak lebih baik mantoyo8804#8tahunindodak
Pengguna Google,5,2/16/2022 8:39,"Saya Sudah 8th di Indodax, semenjak saya menggunakan indodax mobile, saya bisa jual beli dengan sangat mudah dan di aplikasi ini saya bisa transaksi coin dengan teman, sangat mudah dan simpel di gunakan di mana saya, user: rosyidz #8Tahunindodax"
Pengguna Google,5,2/16/2022 8:39,Investasi sangat menguntungkan semoga lebih berkembang dan makin sukses #8TahunIndodax
Pengguna Google,5,2/16/2022 8:39,Kalau mau sukses harus berani ambil resiko #bayufauzi55 #8TahunIndodax
Pengguna Google,5,2/16/2022 8:40,"Saya mengenal indodax setahun yang lalu, setelah tertarik trading crypto. Sebelumnya saya install aplikasi crypto exchange yg lain. Namun sangat rumit, Ada yg harus pakai bnb, ada juga yg jumlah crypto nya terbatas.. Akhirnya saya fokus pakai indodax, karena simple dan pilihan coin nya banyak.. Terima kasih indodax. Danil alamsyah #8TahunIndodax"
Pengguna Google,1,2/16/2022 8:42,Gimana lah coin BTT saya gak balik2 udah sebulan lho saldo BTT saya beku 500k gimana ini pihak indodax tolong di benahi yang benar
Pengguna Google,5,2/16/2022 8:42,#8tahun indodax . Sangat mudah dipahami dan sangat cepat jual belinya .makasih indodax
Pengguna Google,5,2/16/2022 8:43,"Aman, jelas, dan terpercaya beddu2bang#8TahunIndodax"
Pengguna Google,5,2/16/2022 8:45,"Awal kenal yang namanya kripto dan apa itu koin saya melihat indodax dan dari iklan fb..lalu saya coba pelajari dan deposit,bberapa minggu kedepan aset saya berkurang dan saya cut lose,singkat cerita setelah beberapa hari cl koin yang saya belipun melonjak tinggi harganya.dari pengalaman itu saya banyak belajar penting nya hold karena kripto butuh kesabaran bukan tempat orang2 yang tamak. #8tahunindodax Didik_setiawan1993"
Pengguna Google,5,2/16/2022 8:45,"Buat pemula, yg mau belajar investasi menurut sy lumayan bagus. Karena bisa belajar dari modal brp pun nilainya, klo mau untung besar modalnya harus banyak dan juga banyak ber sabar. Semoga username: triyuanita menang ya bisa buat tambah modal trading di indodax #8tahunindodax #klomenangbisa buat modal investasi."
Pengguna Google,5,2/16/2022 8:45,"Sangat simpel, mudah di pahami, dan untuk wd ke IDR tidak terlalu lama, the best pokok nya, user name indodax idul_tanpa_fitri, #8tahunindodax"
Pengguna Google,5,2/16/2022 8:46,"Aplikasi sangat baik trus tingkat kan biar lebih baik trimakasih indodax BOSBG #8Tahunindodax Salam, INDODAX - Indonesia Bitcoin & Crypto Excheng"
Pengguna Google,5,2/16/2022 8:47,"Pengalaman saya dengan aplikasi indodax saya sangat senang bisa mengetahui bahwa ada aplikasi untuk jual beli crypto. Yang sebelumnya saya belum tahu apa-apa, sekarang saya bisa banyak tahu dari indodax. Indodax pun juga suka memberi informasi baik melalui sosial media. Terimakasih indodax untuk 8 tahunnya, meskipun saya baru tahu 2 tahun terakhir ini. Aset masa depan. Username: bryanGM93 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:49,"Sampai saat ini Indodax masih membantu saya, dari trading, exchange, selalu memberikan notifikasi kenaikan dan penurunan harga koin/aset favorit saya. Pencairan uangnya pun mudah, gampang, dan cepat. Tidak sampai 5 menit uang udah masuk ATM. Saat ini Indodax sudah sangat luar biasa menurut saya. Username : rangga103 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:49,"username:thorixp10 sebenarnya aplikasinya biasa aja tpi knapa makin lama makin bayak pasar,bikin bingung untuk prmula #8tahunindodax"
Pengguna Google,5,2/16/2022 8:49,"aplikasi nya sangat bagus, cocok untuk pemula semoga indodax semakin berkembang dan menambah fitur"" lainya. #8TahunIndodax"
Pengguna Google,4,2/16/2022 8:49,"App ini cukup bagus. Sebagai pemula, menurut saya fitur nya cukup mudah dan dapat di pahami. Withdrawl juga gampang. Fitur bantuan konsumen juga menurut saya, hanya di Indodax yang paling cepat tanggap 24 jam. Hanya saja biaya setoran nya lumayan tinggi disini. Semoga kedepannya bisa lebih murah. #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:50,Keren mantap udah 4 tahun saya bareng indodax profit teruss terimakasih indodax ig/fb @salsasalapusaleh @muhammad yusuf salsa salapusaleh #8tahunindodax
Pengguna Google,5,2/16/2022 8:50,pertama mengenal dunia crypto itu dari indodax sejak tahun 2015. dan baru daftar di indodax kira kira thn 2016 karna baru memahami dari academy indodax tentang aset crypto masa depan. terus berkmbang samapi saat ini. terimakasih indodax. salam profit.. #8tahunindodax Dangsu2728
Pengguna Google,5,2/16/2022 8:50,"Selama menggunakan indodax saya makin paham fundamental coin dan saya menggunakan indodax dari tahun 2018 bangga dan amanah transaksi cepat dan terpercaya...tambah maju indodax,indodax the best. @tedjo001 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:51,"Indodax adalah platform crypto terbaik di indonesia,mudah gampang dan gak ribet deposite mulai dari 10rb udah bisa beli crypto, Edi0815 #8tahunindodax"
Pengguna Google,5,2/16/2022 8:51,Allhamdulilah Semenjak MengunaKan Exchange INDODAX Jual-Beli Crypto Jadi Lebih Mudah.Apa Lagi Dengan Fitur Deposit Yang BeraneKa Ragam.Dana/Gopay/Ovo Bank Lokal Dll Sangat Mudah Dan Biaya Sangat Kecil.Terimakasih INDODAX Sudah Menemani Dunia Trading Saya Selamah Lebih Dari 7Thn👌 #8TahunIndodax LhiaFaiz129
Pengguna Google,5,2/16/2022 8:52,"Indodax adalah platform satu satunya yang saya punya untuk melakukan exchange dunia Cryptocurrency. Pertama kali memakai pada tgl 14 mei 2020. Sudah 1,5 tahun lebih aplikasi saya pakai, mudah dan nyaman digunakan bagi pemula trader atau investor Cryptocurrency. Ditambah lagi sudah diawasi oleh BAPPEBTI membuat semakin yakin bahwa ini aman dan memperjual belikan crypto yang berkualitas di Dunia. Berkat Indodax yang mudah digunakan saya sudah dapat membeli motor. User :Adybahctiar #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:52,"dari Indodax saya belajar trading ga pake ribet (klo urusan cuan ga di ragukan) .. aplikasi mantap simple,mudah,gak ribet. klo bisa buatin fitur staking biar makin joss. eh ga terasa Indodax sudah 8 tahun, selamat ulang tahun yang ke 8 Semoga makin jaya (biar cuan ku makin jaya juga hehe) user name : velkusd #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:52,"Terimakasih indodax, saya banyak belajar trading bitcoin dan altcoin , di indodax ada tabel analisis lengkap dan coin pilihan indodax itu rekomend banget untuk orang indonesia. #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:52,"Indodax aplikasi yang ramah menurutku buat pemula sangat mudah digunakan dan jumlah koinnya juga cukup banyak,fitur2 juga oke,,hanya saja fitur Staking belum ada di indodax jika fitur itu ada maka sangat berguna sekali buat investor #8 tahun Indodax @ijay98"
Pengguna Google,5,2/16/2022 8:53,"Aplikasi tranding sangat mudah dimengerti untuk saya trading pemula, dan sangat simple saya sangat suka aplikasi trading ini, semoga kedepannya semakin sukses. obeng96 #8TahunIndodax"
Pengguna Google,5,2/16/2022 8:54,"Lumayan menarik, saya harnya menunggu BTT TRC20 nya pulih kembali"
Pengguna Google,5,2/16/2022 8:54,"Sangat membatu,fitur2 transaksinya mudah di mengerti,sejauh ini masih bagus pelayannya cepat,dan banyaknya jumlah koin yg semakin bertambah yg bisa di tredingkan,terimkasih indodax#8Tahunindodax"
Pengguna Google,5,2/16/2022 8:55,#8TahunIndodax awalnya ragu karna modal 500rb engga kerasa..propitnya setelah bertahan bertahan (hold). Pass anak ulang tahun..ehh di kasi rezeki tx indodax .. sepeda baru meluncur dengan senyumannya..🙏🚴🕺 akbarazhar020285
Pengguna Google,5,2/16/2022 8:55,Semajak kenal indodax saya sekarang sudah memulai imvestasi crypto karna semua pitur mudah untuk di pahami tidal sulit untuk jual beli terimakasii indodax #8TahunIndodax
Pengguna Google,5,2/16/2022 8:56,"Indodax ini bener bener platform yang sangat baik, dulu aku pernah nyimpen sebuah aset tahun 2018 akhir dan baru di buka lagi tahun 2021 setelah mendengar harga btc menyentuh 700jt, ternyata tidak ada nominal yang hilang, semuanya utuh koinnya, dan juga proses withdrawnya sangat cepat dan melayani 24jam.. maju terus indodax .. #8tahunindodax .. tedi777"
Pengguna Google,5,2/16/2022 8:57,"Saya sudah 2tahun lebih menggunakan app indodax, bagi saya cukup bagus dan recomende. Karena buat saya yang terpenting supportnya bagus jika ada kendala dalam hal transaksi/dan yang lain nya.. good luck indodax.ID:Oktachi.#8Tahunindodax"
Pengguna Google,5,2/16/2022 8:58,"Bintang z yg jelaskan 5 bintang Bosskuh, Sebuah exchange trading aset crypto yg mudah,simple dn paten. Pitur lengkap dn yg pasti Exchangr trbsar skala nasional bro, ini trading yg sberanya. Ini bukan judi atau pruntungan, Gk akan nysela dwnlod aplikasi ini, real hasilkan uang. Slamt datang d aplikasi Investai penghasil uang era digital. Fahami sistemnya, kendalikan hawa nafsu,konsistensi profit dn konsisten deposit. 2 hal itu yg sy kira penting. Salam.. Dadan01GLF#8TahunIndodax"
Pengguna Google,5,2/16/2022 8:59,Top exchange cryptocurrency Indonesia #8TahunIndodax
Pengguna Google,5,2/16/2022 9:01,"Jatuh bangun karena baru mempelajarinya jual beli coin, dan tidak tahu cara membaca graphic penjualan dan pembelian, Tetapi sekarang sedikit2 demi sedikit menjadi Profit .. thanks indodax"
Pengguna Google,5,2/16/2022 9:01,"Selama menggunakan apk INDODAX sangat memuaskan, dan mudah dipahami bagi newbie apalagi seperti saya yg baru pemula didunia crypto.. dan WD dan update beritanya sangat cepat., terimakasih indodax Al_fanansya1996 #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:01,Kangaankeren#sabar dan penuh sabar dari pengenalan awal sampai saat ini..belum pernah Cuan..ya Awlohh tambahkanlah kesabaranku sampai titik ahir Cuan sampai jadi sultan bersama indodax..#8TahunIndodax
Pengguna Google,5,2/16/2022 9:01,"Sebelumnya saya mengenal trading tapi takut dengan resiko tinggi, namun setelah cari dibeberapa media social, ternyata ada yang merekomendasikan ke indodax. Akhirnya saya mencoba deposit dan mempelajarinya, ternyata trading itu mudah, karena disini yang harus diperhatikan ketika kita loss sebaiknya DEPo lagi. Salam sukses dan profit bersama indodax. Username: sumbari #8tahunindodax"
Pengguna Google,4,2/16/2022 9:02,"Untuk trader pemula sangat user friendly aplikasi nya,, dan mudah di mengerti untuk trading nya.. Ditingkatkan lagi untuk koin-koin terbaru nya #8TahunIndodax"
Pengguna Google,1,2/16/2022 9:03,Biaya transfer untuk penarikan terlalu mahal ga sperti aplikasi sebelah cuman di kasih fee 5000 di indodax sampe 25000
Pengguna Google,5,2/16/2022 9:04,"Udh hampir pakai 3bulan, ajak teman pada belum paham kalau ini aplikasi lumayan ok Akhirnya, sebagian mereka pakai dan selama saya pakai aplikasi tidak ada kendala. #Zulpri Napitupulu #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:04,Trading nyaman dan withdraw cepat pasti indodax #8TahunIndodax Nova_Mistiyono
Pengguna Google,5,2/16/2022 9:05,Baru coba tapi mantap muchlizar_rahmawan #8TahunIndodax
Pengguna Google,5,2/16/2022 9:05,"Bagus aplikasiny, mudah digunakan dan semoga kedepannya banyak koin"" micin ternama bisa masuk/listing di indodax.. maju trus #EightYearsIndodax"
Pengguna Google,5,2/16/2022 9:06,"sangat menguntungankan menggunakan indodax, kita bisa investasi, tanam asset, pokoknya tidak menyesal , saya sendiri bisa beli motor sendiri karena indodax. JUMADIYONO#8Tahunindodax"
Pengguna Google,5,2/16/2022 9:06,Tampilan semakin ok..mudah digunakan..wes komplitlah rekomen banget.. tingkatkan trusss..#8Tahunindodax
Pengguna Google,1,2/16/2022 9:07,"Exchange gak jelas, btt udh sebulan lebih hilang, gak ada kejelasan,"
Pengguna Google,5,2/16/2022 9:07,"Boleh boleh nih indodax,mudah gak ribet,dan pastinya aman dong..#8TahunIndodax"
Pengguna Google,5,2/16/2022 9:07,"Menurut saya ini salah satu market crypto terbaik. pertama saya masuk dunia crypto satu tahun yang lalu saya langsung pakai indodax karena tampilanya yang simple dan mudah digunakan oleh pemula. mulai dari deposit dan withdrraw yang mudah karena bisa pakai e-wallet dan rekening. dan satu lagi jika kita ada masalah saat deposit/withdraw token atau coin pihak indodax sangat tanggap dalam membantu, CS nya fast respon, username: Aqin23 #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:10,"Sudah 2 tahun saya main di Indodax,walaupun belum pernah cuan sama sekali , tapi saya yakin bisa mendapatkan 100jt saya di platform indodax . JAYA TERUS INDODAX 🥳 #8TahunIndodax - IQBAL"
Pengguna Google,5,2/16/2022 9:11,"awal join dan melakukan penyetoran ragu-ragu, kemudian beranikan diri dan berani bersikap juga belajar. Saat ini saya tetap setia diIndodax. qwanpar#8TahunIndodax"
Pengguna Google,5,2/16/2022 9:11,Mantaap jiwa gasss terusss #8tahunindodax
Pengguna Google,5,2/16/2022 9:12,"Mantap ini dari awal saya pake indodax sangat membantu ekonomi saya. Depositpun mudah,WD pun mudah Trad juga sangat mudah untuk mengatur limit. Trimakasih buat indodax selama 7 th ini sudah membibing saya dari awal sampe sekarang Thx by Fatkhul_muarif #8Tahunindodax"
Pengguna Google,5,2/16/2022 9:12,Username :amrinn Ya seperti aplksh seperti biasanya simple cara penggunaannya. Dan sangat menyenangkan melihat bagaimana angka uang itu naik dan turun seperti rollercoster ^____^° #8tahunindodax
Pengguna Google,5,2/16/2022 9:13,"Wahh selamat anniversary indodax yang ke #8tahunindodax semoga aplikasi ini bisa go to global aminnn. Aplikasi indodax sejauh ini sudah sangat bagus dan memuaskan , untuk fitur-fitur cukup lengkap semoga kedepannya bisa lebih wow lagi... Thank you indodax"
Pengguna Google,5,2/16/2022 9:14,"User Name : Deniz_45 Terima kasih indodax, berkat indodax saya bisa belajar invest aset untuk masa depan.Makin hari semakin bagus secara kwalitas. Dipertahankan dan ditingkatkan kwalitas pelayanan baik dari SDM dan sistemnya.Semoga kedepanya indodax sukses selalu dan menjadi platfom yang terbaik #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:14,Tau dari 2018 smp skr dgn nyimak aja di aplikasinya🤭 Semoga makin jaya dan berkembang pesat Indodax. Id: Momey 88 #8TahunIndodax
Pengguna Google,5,2/16/2022 9:15,Daftar di indodax sejak 2018 tapi mulai yakin dan investasi baru 2021 kmren . . Dari beberapa platfrom bursa crypto terbaik di asia cuma indodax. Username : Wisnu_santoso #8Tahunindodax
Pengguna Google,5,2/16/2022 9:16,"#8tahunIndodax, semoga makin sukses salam Cuan, Koin Baby Doge masukin dong"
Pengguna Google,5,2/16/2022 9:16,Keren tjakeeeeeptttt...!!!!
Pengguna Google,5,2/16/2022 9:16,Sebagai trader pemula aplikasi ini sangat membantu menambah pemasukan. Semoga kedepannya indodax bisa lebih maju lagi dan ditingkatkan lagi agar lebih mudah di gunakan. Dewamadeindra25#8TahunIndodax
Pengguna Google,5,2/16/2022 9:16,"Dari pertama kenal crypto dan sampe sekarang, cuma stay sama satu aplikasi ini INDODAX, dari wd yg cepat, cs yg ramah dan tanggap cuma indodax yg thebest yg bisa ngasih yg terbaik buat usernya terbaik pokoknya"
Pengguna Google,5,2/16/2022 9:17,"Mungkin indodax lah platform pertama yang aku gunakan. Waktu masih awal muncul , namanya masih bitcoin.co.id tapi sekarang ganti nama ke indodax . Paling berkesan saat waktu puasa, sampai rela nggak tidur buat nyari recehan bitcoin🤣 setelah dapat recehan bitcoin langsung di kirim ke wallet indodax untuk nyairkan duit buat main ke warnet. Pernah juga sampai ketauan ortu, langsung di geplak kepalaku karna nggak tidur2🤣🤣. Nostalgia banget kalo ingat zaman dulu Username : dannydwi #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:21,"Alhamdulilah terima kasih banyak indodax,,semenjak saya kenal dengan aplikasi ini saya jadi lebih mengerti dengan adanya dunia percyriptoan😊Menguji kesabaran beserta mental yg kuat,,masih banyak hal yg harus dipelajari biar makin cuan,,sukses terus indodax #Dede1811 #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:21,"Indodax aplikasi yang sangat bagus buat tranding , selama bermain di indodax saya tidak ada keluhan dengan pelayanan nya.💙 YUSWARDI_#8TahunIndodax"
Pengguna Google,5,2/16/2022 9:22,"Username Bram Dias Perkasa. Pengalaman saya aplikasi indodax sangat mudah dimengerti dan dipahami dari semua aplikasi exchange crypto saya memilih indodax karna lebih mudah dan juga informasinya dapat dimengerti mengenai volume, koin yang sedang pump sudah ada di daftarnya dan lain lain. Dan juga juga deposit dan wd sangat cepat tidak ada masalah walaupun ada masalah lansung dibenarkan. Semoga indodax masuk 10 exchange terbaik didunia. Aplikasi terbaik di indonesia indodax. #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:22,"Pelayanan ramah,cs nya juga ramah soalnya dulu pernah ngajuin permohonan reset authenticator yang hilang dan Alhamdulillah dalam waktu -+2 hari udah langsung diproses,nanya nanya sama cs nya juga enak,selama ini kalo ada kendala selalu mudah dalam mengatasi masalah tersebut,the best lah. Deposit/WD nya juga cepet paling lambat 10 menit yang selama ini saya rasakan,antarmuka aplikasi nya juga sangat sederhana sehingga mudah bagi orang awam untuk memulai trading/invest Ibadkun_1134 #8TahunIndodax"
Pengguna Google,5,2/16/2022 9:22,"Saya suka dengan aplikasi indodax karena cocok untuk saya sebagai pemula di dunia crypto, saran dari saya tolong tambahkan fitur earn agar saat hold salah satu koin bisa menghasilkan koin lagi 😁terimakasih indodax sukses selalu #8tahunindodax"
Pengguna Google,5,2/16/2022 9:23,"Indodax adalah satu satu nya platform trading crypto yang terpercaya dan di akui, serta sudah 8 tahun berdiri, indodax is the best #8Tahunindodax"
Pengguna Google,5,2/16/2022 9:24,memuaskan sih menggunakan indodax mobile app ini . wd nya proses nya cepat .dan untuk menunya pun simple mudah di pahami.. dan apa bila ada suatu aset yg akan listing di infokan di indodax .. cukup puas menggunakan indodax username :sampurnomo #8TahunIndodax
Pengguna Google,5,2/16/2022 9:25,Menurut saya apk indodax keren mudah di mengerti semoga kedepan nya tambah joss #8TahunIndodax
